the	art.ال
finance	n+m.تمويل@n+f.مالية@v.يمول
true	a+m.صحيح@a+f.صحيحة@a+m.حقيقي@a+f.حقيقية
minutes	n+f.دقائق
else	ad.آخر@conj.وإلا
mark	n+f.علامة@v.يعلم@n+m.مارك
third	a+m.ثالث@a+f.ثالثة@n+m.ثلث
rock	n+f.صخرة@n+m.روك
gifts	n+f.هدايا
europe	n+f.أوروبا
reading	n+f.قراءة@v.يقرأ
topics	n+f.مواضيع
bad	a+m.سيئ@a+f.سيئة
individual	n+m.فرد@a+m.فردي@a+f.فردية
tips	n+f.نصائح
plus	prep.زائد@n+f.ميزة
auto	a+m.آلي@a+f.آلية@n+f.سيارة
cover	n+m.غلاف@v.يغطي
usually	ad.عادة
edit	v.يحرر@n+m.تحرير
together	ad.معاً
videos	n+f.فيديوهات
percent	n+f.نسبة مئوية
fast	a+m.سريع@a+f.سريعة@ad.بسرعة
function	n+f.وظيفة@v.يعمل
fact	n+f.حقيقة
unit	n+f.وحدة
getting	v.يحصل
global	a+m.عالمي@a+f.عالمية
tech	n+f.تقنية
meet	v.يلتقي@v.يقابل
far	ad.بعيداً@a+m.بعيد@a+f.بعيدة
economic	a+m.اقتصادي@a+f.اقتصادية
player	n+m.لاعب@n+f.لاعبة
projects	n+f.مشاريع
lyrics	n+f.كلمات أغنية
often	ad.غالباً
subscribe	v.يشترك
submit	v.يقدم@v.يرسل
germany	n+f.ألمانيا
amount	n+f.كمية@n+m.مبلغ
watch	v.يشاهد@n+f.ساعة
included	a+m.مشمول@a+f.مشمولة
feel	v.يشعر@n+m.شعور
though	conj.رغم أن@ad.مع ذلك
bank	n+m.بنك@n+m.ضفة
risk	n+m.خطر@v.يخاطر
thanks	n+m.شكر@int.شكراً
everything	pron.كل شيء
deals	n+f.صفقات@v.يتعامل
various	a+m.مختلف@a+f.مختلفة@a+m.متنوع@a+f.متنوعة
words	n+f.كلمات
linux	n+m.لينكس
jul	n+m.يوليو
production	n+m.إنتاج
commercial	a+m.تجاري@a+f.تجارية@n+m.إعلان
james	n+m.جيمس
weight	n+m.وزن
town	n+f.بلدة
heart	n+m.قلب
advertising	n+m.إعلان@n+f.دعاية
received	v.استلم@a+m.مستلم@a+f.مستلمة
choose	v.يختار
treatment	n+m.علاج@n+f.معاملة
newsletter	n+f.نشرة إخبارية
archives	n+f.أرشيفات
points	n+f.نقاط
knowledge	n+f.معرفة
magazine	n+f.مجلة
error	n+m.خطأ
camera	n+f.كاميرا
jun	n+m.يونيو
girl	n+f.فتاة@n+f.بنت
currently	ad.حالياً
construction	n+m.بناء@n+f.إنشاءات
toys	n+f.ألعاب
registered	a+m.مسجل@a+f.مسجلة
clear	a+m.واضح@a+f.واضحة@v.يوضح
golf	n+m.غولف
receive	v.يستلم@v.يتلقى
domain	n+m.نطاق@n+m.مجال
methods	n+f.طرق@n+f.أساليب
chapter	n+m.فصل
makes	v.يصنع
protection	n+f.حماية
policies	n+f.سياسات
loan	n+m.قرض@v.يقرض
wide	a+m.واسع@a+f.واسعة
beauty	n+m.جمال
manager	n+m.مدير@n+f.مديرة
india	n+f.الهند
position	n+m.موقع@n+f.وظيفة@n+m.موقف
taken	a+m.مأخوذ@a+f.مأخوذة
sort	n+m.نوع@v.يرتب
listings	n+f.قوائم
models	n+f.نماذج
michael	n+m.مايكل
known	a+m.معروف@a+f.معروفة
half	n+m.نصف@a.نصف
cases	n+f.حالات@n+f.قضايا
step	n+f.خطوة@v.يخطو
engineering	n+f.هندسة
florida	n+f.فلوريدا
simple	a+m.بسيط@a+f.بسيطة
quick	a+m.سريع@a+f.سريعة
none	pron.لا شيء@pron.لا أحد
wireless	a+m.لاسلكي@a+f.لاسلكية
license	n+f.رخصة@n+m.ترخيص
paul	n+m.بولس
friday	n+m.جمعة
lake	n+f.بحيرة
whole	a+m.كامل@a+f.كاملة@n+m.كل
annual	a+m.سنوي@a+f.سنوية
published	a+m.منشور@a+f.منشورة@v.نشر
later	ad.لاحقاً@a+m.لاحق@a+f.لاحقة
basic	a+m.أساسي@a+f.أساسية
sony	n+f.سوني
shows	n+f.عروض@v.يعرض
corporate	a+m.مؤسسي@a+f.مؤسسية
google	n+m.غوغل
church	n+f.كنيسة
method	n+f.طريقة@n+m.أسلوب
purchase	n+f.عملية شراء@v.يشتري
customers	n+m.عملاء@n+m.زبائن
active	a+m.نشط@a+f.نشطة
response	n+m.رد@n+f.استجابة
practice	n+f.ممارسة@v.يمارس
hardware	n+m.عتاد@n+f.أجهزة
figure	n+m.رقم@n+f.شخصية@v.يحسب
materials	n+f.مواد
fire	n+f.نار@v.يطلق
holiday	n+f.عطلة
chat	n+f.دردشة@v.يدردش
enough	a.كافٍ@ad.بما فيه الكفاية
designed	a+m.مصمم@a+f.مصممة@v.صمم
along	prep.على طول@ad.معاً
among	prep.بين@prep.من بين
death	n+m.موت@n+f.وفاة
writing	n+f.كتابة
speed	n+f.سرعة@v.يسرع
countries	n+f.بلدان@n+f.دول
loss	n+f.خسارة
face	n+m.وجه@v.يواجه
brand	n+f.علامة تجارية
discount	n+m.خصم@v.يخصم
higher	a.أعلى
effects	n+f.تأثيرات@n+f.آثار
created	v.أنشأ@a+m.منشأ@a+f.منشأة
remember	v.يتذكر
standards	n+f.معايير
oil	n+m.زيت@n+m.نفط
bit	n+f.قطعة@n+m.بت
yellow	a+m.أصفر@a+f.صفراء@n+m.أصفر
political	a+m.سياسي@a+f.سياسية
increase	v.يزيد@n+f.زيادة
advertise	v.يعلن
kingdom	n+f.مملكة
base	n+f.قاعدة@v.يؤسس
near	prep.قرب@a+m.قريب@a+f.قريبة
environmental	a+m.بيئي@a+f.بيئية
thought	n+f.فكرة@v.فكر
stuff	n+m.أشياء@n+f.مواد
french	a+m.فرنسي@a+f.فرنسية@n+f.فرنسية
storage	n+m.تخزين
japan	n+f.اليابان
doing	v.يفعل
loans	n+f.قروض
shoes	n+f.أحذية
entry	n+m.دخول@n+f.مدخلة
stay	v.يبقى@n+f.إقامة
nature	n+f.طبيعة
orders	n+f.طلبات@n+f.أوامر
availability	n+f.توفر
africa	n+f.أفريقيا
summary	n+m.ملخص
turn	v.يدير@n+f.دورة@n+m.دور
mean	v.يعني@a+m.لئيم@a+f.لئيمة
growth	n+m.نمو
notes	n+f.ملاحظات
agency	n+f.وكالة
king	n+m.ملك
monday	n+m.اثنين
european	a+m.أوروبي@a+f.أوروبية
activity	n+m.نشاط
copy	n+f.نسخة@v.ينسخ
although	conj.رغم أن@conj.على الرغم من
drug	n+m.دواء@n+m.مخدر
pics	n+f.صور
western	a+m.غربي@a+f.غربية
income	n+m.دخل
force	n+f.قوة@v.يجبر
cash	n+m.نقد@n+f.نقود
employment	n+m.توظيف@n+f.وظيفة
overall	a+m.شامل@a+f.شاملة@ad.بشكل عام
bay	n+m.خليج
river	n+m.نهر
commission	n+f.لجنة@n+f.عمولة
package	n+f.حزمة@n+m.طرد
contents	n+f.محتويات
seen	v.رأى@a+m.مرئي@a+f.مرئية
players	n+m.لاعبون
engine	n+m.محرك
port	n+m.ميناء@n+m.منفذ
album	n+m.ألبوم
regional	a+m.إقليمي@a+f.إقليمية
stop	v.يتوقف@n+f.محطة
supplies	n+f.إمدادات@n+f.لوازم
started	v.بدأ@a+m.مبتدئ@a+f.مبتدئة
administration	n+f.إدارة
bar	n+m.بار@n+m.شريط
institute	n+m.معهد@v.يؤسس
views	n+f.آراء@n+f.مشاهدات
plans	n+f.خطط
double	a+m.مزدوج@a+f.مزدوجة@v.يضاعف
dog	n+m.كلب
build	v.يبني@n+m.بناء
screen	n+f.شاشة@v.يفحص
exchange	n+m.تبادل@v.يتبادل
types	n+f.أنواع
soon	ad.قريباً
sponsored	a+m.مدعوم@a+f.مدعومة
lines	n+f.خطوط@n+f.أسطر
electronic	a+m.إلكتروني@a+f.إلكترونية
continue	v.يستمر
across	prep.عبر@ad.من جهة لأخرى
benefits	n+f.فوائد@n+f.مزايا
needed	a+m.مطلوب@a+f.مطلوبة@v.احتاج
season	n+m.موسم@n+m.فصل
apply	v.يطبق@v.يتقدم
someone	pron.شخص ما
held	v.أمسك@v.عقد
anything	pron.أي شيء
printer	n+f.طابعة
condition	n+f.حالة@n+m.شرط
effective	a+m.فعال@a+f.فعالة
believe	v.يعتقد@v.يؤمن
organization	n+f.منظمة
effect	n+m.تأثير@n+f.نتيجة
asked	v.سأل@v.طلب
eur	n+m.يورو
mind	n+m.عقل@v.يمانع
sunday	n+m.أحد
selection	n+m.اختيار@n+f.تشكيلة
casino	n+m.كازينو
lost	a+m.ضائع@a+f.ضائعة@v.فقد
tour	n+f.جولة@v.يتجول
menu	n+f.قائمة
volume	n+m.حجم@n+m.مجلد
cross	n+m.صليب@v.يعبر
anyone	pron.أي شخص
mortgage	n+m.رهن عقاري
hope	n+m.أمل@v.يأمل
silver	n+f.فضة@a+m.فضي@a+f.فضية
corporation	n+f.شركة
wish	v.يتمنى@n+f.أمنية
inside	prep.داخل@n+m.داخل@ad.في الداخل
solution	n+m.حل
mature	a+m.ناضج@a+f.ناضجة@v.ينضج
role	n+m.دور
rather	ad.بالأحرى@ad.إلى حد ما
weeks	n+f.أسابيع
addition	n+f.إضافة
came	v.جاء
supply	n+m.إمداد@v.يزود
nothing	pron.لا شيء
certain	a+m.متأكد@a+f.متأكدة@a+m.معين@a+f.معينة
executive	n+m.تنفيذي@a+m.تنفيذي@a+f.تنفيذية
running	n+m.جري@a+m.جارٍ@a+f.جارية
lower	a.أدنى@v.يخفض
necessary	a+m.ضروري@a+f.ضرورية
union	n+m.اتحاد
according	prep.وفقاً لـ@prep.حسب
clothing	n+f.ملابس
mon	n+m.اثنين
com	n+m.كوم
particular	a+m.خاص@a+f.خاصة@a+m.معين@a+f.معينة
fine	a+m.جيد@a+f.جيدة@n+f.غرامة@ad.بخير
names	n+f.أسماء
robert	n+m.روبرت
homepage	n+f.صفحة رئيسية
hour	n+f.ساعة
gas	n+m.غاز@n+m.بنزين
skills	n+f.مهارات
six	n+m.ستة@a.ستة
bush	n+m.بوش@n+f.شجيرة
islands	n+f.جزر
advice	n+f.نصيحة
career	n+f.مهنة@n+f.مسيرة
military	a+m.عسكري@a+f.عسكرية@n+m.جيش
rental	n+m.إيجار@a+m.إيجاري@a+f.إيجارية
decision	n+m.قرار
leave	v.يغادر@v.يترك@n+f.إجازة
british	a+m.بريطاني@a+f.بريطانية
teens	n+m.مراهقون
huge	a+m.ضخم@a+f.ضخمة
sat	v.جلس
woman	n+f.امرأة
facilities	n+f.مرافق
zip	n+m.رمز بريدي@v.يضغط
bid	n+m.عرض@v.يعرض
kind	n+m.نوع@a+m.لطيف@a+f.لطيفة
sellers	n+m.بائعون
middle	n+m.وسط@a+m.أوسط@a+f.وسطى
move	v.يتحرك@v.ينتقل@n+f.حركة
cable	n+m.كابل
opportunities	n+f.فرص
taking	v.يأخذ
values	n+f.قيم
division	n+m.قسم@n+f.شعبة
coming	a+m.قادم@a+f.قادمة@n+m.قدوم
tuesday	n+m.ثلاثاء
object	n+m.شيء@n+m.هدف@v.يعترض
lesbian	n+f.مثلية@a+f.مثلية
appropriate	a+m.مناسب@a+f.مناسبة@v.يخصص
machine	n+f.آلة@n+m.جهاز
logo	n+m.شعار
length	n+m.طول
actually	ad.فعلاً@ad.في الواقع
nice	a+m.لطيف@a+f.لطيفة
score	n+f.نتيجة@v.يسجل
statistics	n+f.إحصائيات
client	n+m.عميل
returns	n+f.عوائد@v.يعود
capital	n+f.عاصمة@n+m.رأس مال@a+m.رأسمالي@a+f.رأسمالية
follow	v.يتبع
sample	n+f.عينة@a+m.نموذجي@a+f.نموذجية
investment	n+m.استثمار
sent	v.أرسل@a+m.مرسل@a+f.مرسلة
shown	a+m.معروض@a+f.معروضة@v.عرض
saturday	n+m.سبت
christmas	n+m.عيد الميلاد
england	n+f.إنجلترا
culture	n+f.ثقافة
band	n+f.فرقة@n+m.شريط
flash	n+m.وميض@v.يومض
lead	v.يقود@n+m.رصاص@n+f.قيادة
george	n+m.جورج
choice	n+m.اختيار@n+m.خيار
went	v.ذهب
starting	a+m.بادئ@a+f.بادئة@n+f.بداية
registration	n+m.تسجيل
fri	n+m.جمعة
thursday	n+m.خميس
courses	n+f.دورات
consumer	n+m.مستهلك@a+m.استهلاكي@a+f.استهلاكية
airport	n+m.مطار
foreign	a+m.أجنبي@a+f.أجنبية
artist	n+m.فنان@n+f.فنانة
outside	prep.خارج@n+m.خارج@ad.في الخارج
furniture	n+m.أثاث
levels	n+f.مستويات
channel	n+f.قناة
letter	n+f.رسالة@n+m.حرف
mode	n+m.وضع@n+f.طريقة
phones	n+f.هواتف
ideas	n+f.أفكار
wednesday	n+m.أربعاء
structure	n+f.بنية@n+m.هيكل@v.يهيكل
fund	n+m.صندوق@v.يمول
summer	n+m.صيف@a+m.صيفي@a+f.صيفية
allow	v.يسمح
degree	n+f.درجة@n+f.شهادة
contract	n+m.عقد@v.يتعاقد
button	n+m.زر
releases	n+f.إصدارات@v.يطلق
wed	n+m.أربعاء@v.يتزوج
homes	n+f.منازل
super	a+m.ممتاز@a+f.ممتازة@ad.جداً
male	n+m.ذكر@a+m.ذكر@a+f.ذكرية
matter	n+f.مادة@n+m.أمر@v.يهم
custom	a+m.مخصص@a+f.مخصصة@n+f.عادة
virginia	n+f.فرجينيا
almost	ad.تقريباً
took	v.أخذ
located	a+m.واقع@a+f.واقعة
multiple	a+m.متعدد@a+f.متعددة
asian	a+m.آسيوي@a+f.آسيوية
distribution	n+m.توزيع
editor	n+m.محرر@n+f.محررة
inn	n+m.نزل
industrial	a+m.صناعي@a+f.صناعية
cause	n+m.سبب@n+f.قضية@v.يسبب
potential	n+m.إمكانية@a+m.محتمل@a+f.محتملة
song	n+f.أغنية
ltd	n+f.محدودة
los	n+f.لوس
focus	n+m.تركيز@v.يركز
late	a+m.متأخر@a+f.متأخرة@ad.متأخراً
fall	v.يسقط@n+m.سقوط@n+m.خريف
featured	a+m.مميز@a+f.مميزة
idea	n+f.فكرة
rooms	n+f.غرف
female	n+f.أنثى@a+f.أنثوية
responsible	a+m.مسؤول@a+f.مسؤولة
inc	n+f.شركة مساهمة
communications	n+f.اتصالات
win	v.يفوز@n+m.فوز
associated	a+m.مرتبط@a+f.مرتبطة
thomas	n+m.توماس
primary	a+m.أساسي@a+f.أساسية@a+m.ابتدائي@a+f.ابتدائية
cancer	n+m.سرطان
numbers	n+f.أرقام
reason	n+m.سبب@v.يفكر
tool	n+f.أداة
browser	n+m.متصفح
spring	n+m.ربيع@n+m.نبع@v.يقفز
foundation	n+f.مؤسسة@n+m.أساس
answer	n+m.إجابة@n+m.جواب@v.يجيب
voice	n+m.صوت
friendly	a+m.ودود@a+f.ودودة
schedule	n+m.جدول@v.يجدول
documents	n+f.وثائق@n+f.مستندات
communication	n+m.تواصل@n+f.اتصال
purpose	n+m.غرض@n+m.هدف
feature	n+f.ميزة@v.يعرض
bed	n+m.سرير
comes	v.يأتي
police	n+f.شرطة
everyone	pron.الجميع@pron.كل شخص
independent	a+m.مستقل@a+f.مستقلة
approach	n+m.نهج@v.يقترب
cameras	n+f.كاميرات
brown	a+m.بني@a+f.بنية@n+m.بني
physical	a+m.جسدي@a+f.جسدية@a+m.مادي@a+f.مادية
operating	a+m.تشغيلي@a+f.تشغيلية
hill	n+m.تل
maps	n+f.خرائط
medicine	n+m.طب@n+m.دواء
deal	n+f.صفقة@v.يتعامل
hold	v.يمسك@v.يحمل@n+f.قبضة
ratings	n+f.تقييمات
chicago	n+f.شيكاغو
forms	n+f.نماذج@n+f.استمارات
glass	n+m.زجاج@n+m.كأس
happy	a+m.سعيد@a+f.سعيدة
tue	n+m.ثلاثاء
smith	n+m.سميث@n+m.حداد
wanted	a+m.مطلوب@a+f.مطلوبة@v.أراد
developed	a+m.متطور@a+f.متطورة@v.طور
thank	v.يشكر
safe	a+m.آمن@a+f.آمنة@n+f.خزنة
unique	a+m.فريد@a+f.فريدة
survey	n+m.استطلاع@n+f.دراسة@v.يستطلع
prior	a+m.سابق@a+f.سابقة@prep.قبل
telephone	n+m.هاتف
sport	n+f.رياضة
ready	a+m.جاهز@a+f.جاهزة
feed	v.يطعم@n+m.علف@n+f.تغذية
animal	n+m.حيوان
sources	n+f.مصادر
mexico	n+f.المكسيك
population	n+m.سكان@n+f.تعداد
regular	a+m.عادي@a+f.عادية@a+m.منتظم@a+f.منتظمة
secure	a+m.آمن@a+f.آمنة@v.يؤمن
navigation	n+f.ملاحة
operations	n+f.عمليات
therefore	ad.لذلك@conj.وبالتالي
ass	n+m.حمار@n+m.مؤخرة
simply	ad.ببساطة
evidence	n+m.دليل@n+f.براهين
station	n+f.محطة
christian	a+m.مسيحي@a+f.مسيحية@n+m.مسيحي@n+f.مسيحية
round	a+m.مستدير@a+f.مستديرة@n+f.جولة@prep.حول
paypal	n+m.باي بال
understand	v.يفهم
option	n+m.خيار
master	n+m.سيد@v.يتقن@a+m.رئيسي@a+f.رئيسية
valley	n+m.وادٍ
recently	ad.مؤخراً
probably	ad.ربما@ad.على الأرجح
thu	n+m.خميس
rentals	n+f.إيجارات
sea	n+m.بحر
built	v.بنى@a+m.مبني@a+f.مبنية
publications	n+f.منشورات
blood	n+m.دم
cut	v.يقطع@n+m.قطع
worldwide	a+m.عالمي@a+f.عالمية@ad.عالمياً
improve	v.يحسن
connection	n+m.اتصال@n+f.علاقة
publisher	n+m.ناشر
hall	n+f.قاعة
larger	a.أكبر
anti	a.مضاد@prep.ضد
networks	n+f.شبكات
earth	n+f.أرض
parents	n+m.والدان@n+m.أبوان
nokia	n+f.نوكيا
impact	n+m.تأثير@n+f.صدمة@v.يؤثر
transfer	n+m.نقل@v.ينقل
introduction	n+f.مقدمة
kitchen	n+m.مطبخ
strong	a+m.قوي@a+f.قوية
tel	n+m.هاتف
carolina	n+f.كارولينا
wedding	n+m.زفاف@n+f.حفل زفاف
properties	n+f.خصائص@n+f.عقارات
hospital	n+m.مستشفى
ground	n+f.أرض@a+m.أرضي@a+f.أرضية
overview	n+f.نظرة عامة
ship	n+f.سفينة@v.يشحن
accommodation	n+m.إقامة@n+m.سكن
owners	n+m.ملاك
disease	n+m.مرض
excellent	a+m.ممتاز@a+f.ممتازة
paid	a+m.مدفوع@a+f.مدفوعة@v.دفع
italy	n+f.إيطاليا
perfect	a+m.مثالي@a+f.مثالية@a+m.كامل@a+f.كاملة
hair	n+m.شعر
opportunity	n+f.فرصة
kit	n+f.مجموعة أدوات
classic	a+m.كلاسيكي@a+f.كلاسيكية@n+m.كلاسيكي
basis	n+m.أساس
command	n+m.أمر@v.يأمر
cities	n+f.مدن
william	n+m.وليام
express	v.يعبر@a+m.سريع@a+f.سريعة
anal	a+m.شرجي@a+f.شرجية
award	n+f.جائزة@v.يمنح
distance	n+f.مسافة
tree	n+f.شجرة
peter	n+m.بيتر
assessment	n+m.تقييم
ensure	v.يضمن
thus	ad.وهكذا@ad.لذلك
wall	n+m.جدار@n+m.حائط
involved	a+m.متورط@a+f.متورطة@a+m.مشارك@a+f.مشاركة
extra	a+m.إضافي@a+f.إضافية@n+m.إضافي
especially	ad.خاصة@ad.بشكل خاص
interface	n+f.واجهة
pussy	n+f.قطة@n+m.فرج
partners	n+m.شركاء
budget	n+f.ميزانية
rated	a+m.مصنف@a+f.مصنفة
guides	n+f.أدلة@n+m.مرشدون
success	n+m.نجاح
maximum	n+m.حد أقصى@a+m.أقصى@a+f.قصوى
operation	n+f.عملية
existing	a+m.موجود@a+f.موجودة@a+m.قائم@a+f.قائمة
quite	ad.تماماً@ad.إلى حد ما
selected	a+m.مختار@a+f.مختارة
boy	n+m.ولد@n+m.صبي
amazon	n+m.أمازون
patients	n+m.مرضى
restaurants	n+f.مطاعم
beautiful	a+m.جميل@a+f.جميلة
warning	n+m.تحذير
wine	n+m.نبيذ
locations	n+f.مواقع
horse	n+m.حصان
vote	n+m.تصويت@v.يصوت
forward	ad.إلى الأمام@v.يرسل
flowers	n+f.زهور
stars	n+f.نجوم
significant	a+m.هام@a+f.هامة@a+m.كبير@a+f.كبيرة
lists	n+f.قوائم
technologies	n+f.تقنيات
owner	n+m.مالك
retail	n+m.تجزئة@a+m.تجزئة
animals	n+m.حيوانات
useful	a+m.مفيد@a+f.مفيدة
directly	ad.مباشرة
manufacturer	n+m.صانع@n+f.شركة مصنعة
ways	n+f.طرق
est	v.أسس
son	n+m.ابن
providing	v.يوفر@conj.شريطة أن
rule	n+f.قاعدة@v.يحكم
mac	n+m.ماك
housing	n+m.سكن@n+m.إسكان
takes	v.يأخذ
iii	n+m.الثالث
bring	v.يجلب@v.يحضر
searches	n+f.عمليات بحث@v.يبحث
max	n+m.حد أقصى@a.أقصى
trying	v.يحاول
mother	n+f.أم
authority	n+f.سلطة@n+f.هيئة
considered	a+m.معتبر@a+f.معتبرة@v.اعتبر
told	v.أخبر
traffic	n+f.حركة مرور@n+m.مرور
programme	n+m.برنامج
joined	v.انضم@a+m.منضم@a+f.منضمة
input	n+m.إدخال@n+m.مدخلات
strategy	n+f.استراتيجية
feet	n+f.أقدام
agent	n+m.وكيل
valid	a+m.صالح@a+f.صالحة
bin	n+m.صندوق@n+f.سلة
modern	a+m.حديث@a+f.حديثة
senior	a+m.كبير@a+f.كبيرة@n+m.كبير السن
ireland	n+f.أيرلندا
sexy	a+m.مثير@a+f.مثيرة
teaching	n+m.تعليم@n+m.تدريس
door	n+m.باب
grand	a+m.كبير@a+f.كبيرة@a+m.عظيم@a+f.عظيمة
testing	n+m.اختبار
trial	n+f.محاكمة@n+m.تجربة
charge	n+f.رسوم@v.يشحن@v.يتهم
units	n+f.وحدات
instead	ad.بدلاً من ذلك
canadian	a+m.كندي@a+f.كندية@n+m.كندي@n+f.كندية
cool	a+m.بارد@a+f.باردة@a+m.رائع@a+f.رائعة
normal	a+m.طبيعي@a+f.طبيعية@a+m.عادي@a+f.عادية
wrote	v.كتب
enterprise	n+f.مؤسسة
ships	n+f.سفن@v.يشحن
entire	a+m.كامل@a+f.كاملة@a+m.بأكمله@a+f.بأكملها
educational	a+m.تعليمي@a+f.تعليمية
leading	a+m.رائد@a+f.رائدة@a+m.قيادي@a+f.قيادية
metal	n+m.معدن@a+m.معدني@a+f.معدنية
positive	a+m.إيجابي@a+f.إيجابية
fitness	n+f.لياقة
chinese	a+m.صيني@a+f.صينية@n+f.صينية
opinion	n+m.رأي
asia	n+f.آسيا
football	n+f.كرة قدم
abstract	n+m.ملخص@a+m.مجرد@a+f.مجردة
uses	n+f.استخدامات@v.يستخدم
output	n+m.مخرجات@n+m.إنتاج
funds	n+f.أموال@n+f.صناديق
greater	a.أكبر@a.أعظم
likely	a+m.محتمل@a+f.محتملة@ad.على الأرجح
