-artig	a.natured
Amerikanismus	n+m.americanism
Amethyst	n+m.amethyst
Amharisch	n+n.amharic
Amherst	n+n.amherst
Ami	n.ami@n+m.yank
Amid	n+n.amide
Amie	n.amie
Amiga	n.amiga
Amigo	n+m.amigo
Amigos	n.amigos
Amin	n.amin@n+n.amine@n+n.amines
Amino-	n+f.amino
Amir	n.amir
Amis	n.amis@n.yanks
Amische	n+m.amish
Amity	n+f.amity
Amman	n.amman
Ammer	n+f.bunting
Ammon	n.ammon
Ammoniak	n+n.ammonia
Ammonium	n+n.ammonium
Amnesie	n+f.amnesia
Amnestie	n+f.amnesty
Amoco	n.amoco
Amok	ad.amok
Amoklauf	n+m.rampage
Amon	n.amon
Amor	n+m.amor@n.cupid
Amortisation	n+f.amortization@n+f.amortisation
Amos	n+m.amos
Amour	n+f.amour
Amoxicillin	n+n.amoxicillin
Ampere	n+n.amp@n+n.amps@n+n.ampere
Amphetamin	n+n.amphetamine@n+n.amphetamines
Amphibie	n+f.amphibian
Amphibien	n.amphibians
Amphitheater	n+n.amphitheatre
Ampicillin	n+n.ampicillin
Amplifikation	n+f.amplification
Amplitude	n+f.amplitude
Amplituden	n.amplitudes
Amputation	n+f.amputation
Amputierte	n+m.amputee
Amritsar	n.amritsar
Amsel	n+f.blackbird
Amsterdam	n+n.amsterdam
Amt	n+n.office@n+n.agency@n+n.amt@n+n.clerkship
Amtmann	n+m.bailiff
Amtrak	n.amtrak
Amtseinführung	n+f.inauguration
Amtsenthebungsverfahren	n+n.impeachment
Amtsinhaber	n+m.incumbent@n.incumbents
Amtsmissbrauch	n+m.misconduct
Amtsträger	n+m.officiants
Amtszeit	n+f.tenure@n+f.stint
Amulett	n+n.amulet@n+n.amulets
Amway	n.amway
Amy	n+f.amy
Amygdala	n+f.amygdala
Amylase	n+f.amylase
Amyloid	n+n.amyloid
Amöbe	n+f.amoeba
Ana	n+f.ana
Anagramm	n+n.anagram@n+n.anagrams
Anaheim	n+n.anaheim
Anakonda	n+f.anaconda
Analgesie	n+f.analgesia
Analgetika	n.analgesics
Analgetikum	n+n.analgesic
Analoga	n.analogs
Analogie	n+f.analogy@n+f.analogies
Analogon	n+n.analogue@n+n.analogues
Analphabet	n+m.illiterate
Analphabetismus	n+m.illiteracy
Analysator	n+m.analyser@n+m.analysers
Analyse	n+f.analysis@n+f.assay
Analysegerät	n+n.analyser@n+n.analysers
Analysen	n+f.analyses@n+f.assays
Analyst	n+m.analyst
Analysten	n+m.analysts
Analystin	n+f.analyst
Ananas	n+f.pineapple
Anaphylaxie	n+f.anaphylaxis
Anarchie	n+f.anarchy@n+f.lawlessness
Anarchismus	n+m.anarchism
Anarchist	n+m.anarchist
Anarchisten	n.anarchists
Anas	n.anas
Anastasia	n.anastasia
Anathema	n+n.anathema
Anatole	n.anatole
Anatolien	n.anatolia
Anatolier	n+m.anatolian
Anatomie	n+f.anatomy@n+f.anat
Anbau	n+m.annex@n+m.cultivation
Anbauer	n+m.grower
Anbaufläche	n+f.acreage@n+f.cropland
Anbauten	n.annexes
Anbeten	n+n.worshipping
Anbeter	n+m.worshippers
Anbetung	n+f.worship@n+f.adoration
Anbiedern	n+n.pandering
Anbieter	n+m.provider@n+m.providers@n+m.vendor@n+m.vendors@n+m.offeror@n+m.tenderer@n+m.purveyors@n+m.purveyor
Anblick	n+m.sight
Anbrechen	n+n.dawning
Anbruch	n+m.dawn
Anch	n+n.ankh
Anchorage	n+n.anchorage
Ancona	n.ancona
Andacht	n+f.devotionals
Andachten	n.devotions
Andalusien	n.andalusia
Andamanen	n.andaman
Andante	n+n.andante
Anden	n+m.andes
Anden-	a.andean
Andenken	n+n.souvenirs@n+n.souvenir@n+n.keepsake@n.keepsakes@n+n.memento@n+n.remembrances
Andersen	n+m.andersen
Anderson	n+m.anderson
Andeuten	n+n.hinting
Andeutung	n+f.hint@n+f.overtones@n+f.innuendo
Andocken	n+n.docking
Andorra	n+n.andorra
Andorraner	n+m.andorran
Andre	n+m.andre
Andrea	n+f.andrea
Andrei	n.andrei
Andres	n.andres
Andretti	n+m.andretti
Andrew	n+m.andrew
Andrews	n+m.andrews
Androgen	n+n.androgen
Android	n+m.android
Androide	n+m.android
Andromeda	n.andromeda
Andros	n+n.andros
Andy	n+m.andy
Ane	n.ane
Aneignung	n+f.appropriation
Anekdote	n+f.anecdote
Anekdoten	n+f.anecdotes
Anemone	n+f.anemone
Anerkennung	n+f.recognition@n+f.appreciation@n+f.acknowledgement@n+f.acclaim@n+f.kudos@n+f.recognitions
Aneurysma	n+n.aneurysm@n+n.aneurysms
Anfall	n+m.bout@n+m.seizure@n+m.bouts
Anfang	n+m.start@n+m.beginning@n+m.outset
Anfeuerer	n+m.rouser
Anforderer	n+m.requester
Anforderung	n+f.requirement@n+f.req@n+f.requisition@n+f.requisitions
Anforderungen	n+f.requirements@n+f.demands
Anfrage	n+f.request@n+f.query@n+f.inquiry@n+f.enquiry
Anfragen	n+f.requests@n+f.inquiries@n+f.enquiries
Anfragender	n+m.inquirer
Anfälle	n+m.fits@n+m.seizures
Anfälligkeit	n+f.susceptibility
Anfänge	n+m.beginnings
Anfänger	n+m.newbie@n+m.beginners@n+m.beginner@n+m.freshman@n+m.rookie@n+m.learner@n+m.novice@n+m.newbies@n.rookies
Anführer	n+m.leader@n+m.leaders@n+m.chieftain@n+m.chieftains
Anführerin	n+f.leader
Angeber	n+m.showoff
Angeberei	n+m.swank
Angebot	n+n.offer@n+n.offering
Angebote	n+n.offers@n+n.deals@n+n.specials@n+f.bargains@n+f.offerings@n+f.quotations
Angehörige	n+f.relatives@n+m.dependents
Angehöriger	n+m.dependants@n+m.kinsman
Angeklagte	n+m.defendants
Angeklagter	n+m.defendant@n+m.accused
Angel	n+f.hinge
Angela	n+f.angela
Angelegenheit	n+f.matter@n+f.affair
Angelegenheiten	n+f.affairs@n+f.matters@n.affaires
Angeles	n+n.angeles
Angelika	n.angelica
Angelina	n+f.angelina
Angeline	n.angeline
Angell	n.angell
Angeln	n+n.fishing@n+n.angling
Angelo	n+m.angelo
Angelou	n+f.angelou
Angelpunkt	n+m.fulcrum
Angelsachse	n+m.anglo
Angelus	n+m.angelus
Angelusgebet	n+n.angelus
Angemessenheit	n+f.adequacy@n+f.appropriateness@n+f.reasonableness
Angers	n.angers
Angestellte	n+m.employees@n+f.employee@n+m.clerks
Angestellter	n+m.employee@n+m.clerk
Angewohnheit	n+f.habit
Angie	n.angie
Angina	n+f.angina
Angiogenese	n+f.angiogenesis
Angiografie	n+f.angiography
Angioplastie	n+f.angioplasty
Angiotensin	n+n.angiotensin
Angkor	n.angkor
Angler	n+m.anglers@n+m.angler
Anglesey	n.anglesey
Anglia	n.anglia
Angliederung	n+f.annexation
Anglikaner	n+m.anglican
Angola	n+n.angola
Angolaner	n+m.angolan
Angora	n+n.angora
Angora-	a.angora
Angreifer	n+m.raider@n+m.attacker@n+m.attackers@n+m.aggressor@n+m.assailant
Angriff	n+m.attack@n+m.assault@n+m.onslaught
Angriffe	n+f.attacks@n+f.strikes@n.assaults
Angst	n+f.fear@n+f.anxiety@n+f.angst@n+f.phobia@n+f.fright@n+f.anxieties@n+f.trepidation
Anguilla	n+n.anguilla
Angus	n+m.angus
Angélique	n.angelique
Anhalter	n+m.hitchhiker@n+m.hitchhikers
Anhaltspunkte	n+f.clues
Anhang	n+m.appendix@n+m.attachment@n+m.annex@n+m.addendum@n+m.appendixes@n+m.appendages
Anhydrid	n+n.anhydride
Anhänge	n+m.attachments@n+m.appendices@n.annexes
Anhänger	n+m.trailer@n+m.trailers@n+m.charm@n+m.pendant@n+m.supporters@n+m.charms@n+m.pendants@n+m.followers@n+m.disciples@n+m.supporter@n+m.believer@n+m.disciple@n+m.follower@n.devotees@n+m.adherents@n+m.devotee@n+m.rooter@n+m.adherent
Anhängerschaft	n+f.following
Anhängerschaften	n.followings
Anhängsel	n+m.appendages
Anhäufung	n+f.accumulation@n+f.accumulations@n+f.agglomeration
Anhöhe	n+f.knoll
Anhörung	n+f.hearing
Anhörungen	n+f.hearings
Anil	n.anil
Anilingus	n+n.rimming
Anima	n+f.anima@n+f.animas
Animation	n+f.animation@n+f.anim
Animationen	n+f.animations
Animator	n+m.animator@n+m.animators
Anime	n+m.anime
Animosität	n+f.animosity
Anion	n+n.anion@n+n.anions
Anis	n+m.anise
Anisotropie	n+f.anisotropy
Anita	n+f.anita
Anjou	n+n.anjou
Ankara	n.ankara
Anker	n+m.anchor@n+m.anchors@n+m.armature
Ankerplatz	n+m.anchorage@n+m.moorings
Anklage	n+f.prosecution@n+f.indictment@n+f.impeachment@n+f.indictments
Anklageerhebung	n+f.arraignment
Anklagen	n+f.charges@n.prosecutions
Anklageschrift	n+f.indictment@n+f.indictments
Ankleiden	n+n.dressing
Ankleider	n+m.dresser
Ankläger	n+m.accuser
Ankunft	n+f.arrival@n+f.advent@n+f.arr
Ankunftszeit	n+f.eta
Ankömmling	n+m.comer@n+m.comers
Ankündigung	n+f.announcement@n+f.annunciation
Ankündigungen	n+f.announcements
Ankünfte	n+f.arrivals
Anlage	n+f.investment@n+f.plant@n+f.facility@n+f.rig
Anlagen	n+f.facilities@n+f.enclosures@n.rigs
Anlass	n+m.occasion
Anlauf	n+m.tarnish
Anleger	n+m.investor
Anlegesteg	n+m.jetty
Anlegestelle	n+f.quays
Anleihe	n+f.bond
Anleihen	n+f.bonds@n.borrowings
Anleitung	n+f.guidance@n+f.tutorial
Anleitungen	n+f.instructions@n+f.tutorials@n+f.manuals
Anliegen	n+n.concern
Anlässe	n+f.occasions
Anmeldedaten	n+f.credentials
Anmelder	n.registrants
Anmeldung	n+f.login@n+f.registration@n+f.logon@n+f.enrolment@n+f.enrolments
Anmeldungen	n+f.registrations@n.logins
Anmerkung	n+f.note@n+f.annotation
Anmerkungen	n+f.notes@n+f.annotations
Anmut	n+f.grace@n.graces
Ann	n+f.ann
Anna	n+f.anna
Annabel	n.annabel
Annabelle	n.annabelle
Annahme	n+f.acceptance@n+f.assumption@n+f.premise@n+f.presumption@n+f.supposition@n+f.acceptances
Annahmen	n+f.assumptions@n.adoptions
Annalen	n+f.annals
Annapolis	n+n.annapolis
Anne	n+f.anne
Annecy	n+n.annecy
Annehmbarkeit	n+f.acceptability
Annehmlichkeit	n+f.convenience@n+f.amenity
Annehmlichkeiten	n+f.amenities@n+f.comforts@n.conveniences
Annenberg	n.annenberg
Annette	n.annette
Annexion	n+f.annexation
Annie	n+f.annie
Annotation	n+f.annotation
Annotationen	n+f.annotations
Annuität	n+f.annuity
Annuitäten	n+f.annuities
Annullierung	n+f.annulment@n+f.rescission
Annäherung	n+f.approximation
Annäherungen	n.approximations
Annäherungsversuch	n+m.overtures
Anode	n+f.anode
Anomalie	n+f.anomaly@n+f.abnormality
Anomalien	n+f.abnormalities@n+f.anomalies
Anonymität	n+f.anonymity
Anordnung	n+f.layout@n+f.arrangement@n+f.conformations
Anordnungen	n+f.arrays@n+f.layouts@n.groupings@n.alignments
Anorexie	n+f.anorexia
Anpassung	n+f.adjustment@n+f.adaptation@n+f.customization@n+f.assimilation@n+f.customisation@n+f.customizations
Anpassungen	n+f.accommodations@n+f.adjustments@n+f.adaptations@n+f.tweaks
Anpassungsfähigkeit	n+f.adaptability
Anpflanzungen	n.plantings
Anprobe	n+f.fitting
Anrede	n+f.salutation
Anregung	n+f.suggestion@n+f.stimulation@n+f.impulse@n+f.excitation@n+f.excitations
Anregungsmittel	n+n.stimulant
Anreicherung	n+f.enrichment
Anreiz	n+m.incentive@n+m.inducement
Anreize	n+m.incentives
Anrichte	n+f.sideboard
Anrichtetische	n.dressers
Anruf	n+m.call
Anrufe	n+m.calls
Anrufer	n+m.caller@n+m.callers
Anrufung	n+f.invocation@n+f.invocations
Ansager	n+m.announcer@n+m.announcers
Ansammlung	n+f.accumulation@n+f.buildup@n+f.assemblage@n+f.accumulations@n+f.assemblages
Ansatz	n+m.approach@n+m.lugs
Anschaffung	n+f.purchase
Anschein	n+m.semblance
Anschluss	n+m.connection@n+m.hookup@n+m.hookups
Anschrift	n+f.address
Anschuldigung	n+f.allegation@n+f.accusation
Anschuldigungen	n+f.accusations
Ansehen	n+n.viewing@n+n.prestige@n+n.esteem@n+n.renown@n+n.cachet
Anselm	n.anselm
Anselmo	n.anselmo
Ansicht	n+f.view@n+f.opinion
Ansichten	n+f.views
Anspielung	n+f.allusions@n+f.allusion@n+f.innuendo
Anspitzer	n+m.sharpener
Ansprachen	n+f.speeches
Ansprechbarkeit	n+f.responsiveness
Anspruch	n+m.claim@n+m.entitlement
Anspruchsberechtigung	n+f.eligibility
Ansprüche	n+f.claims@n+f.entitlements
Anstalt	n+f.asylum
Anstand	n+f.decency@n+f.propriety@n+n.decorum
Anstandsdame	n+f.chaperone@n+f.chaperones
Anstandsgefühl	n+m.decency
Ansteckbild	n+n.pinup
Ansteckung	n+f.contagion
Anstellen	n+n.queueing
Anstellung	n+f.employment
Anstieg	n+m.surge
Anstiege	n+m.rises
Anstiftung	n+f.incitement
Anstoß	n+m.kickoff@n+m.impetus
Anstoßen	n+n.bumping
Anstrengung	n+f.effort@n+f.struggle@n+f.exertion
Anstrengungen	n+f.efforts
Anstrich	n+m.paint
Ansturm	n+m.rush@n+m.stampede@n+m.onslaught
Anstößigkeit	n+f.indecency
Ansätze	n+f.approaches
Antagonismus	n+m.antagonism
Antagonist	n+m.antagonist
Antagonisten	n+m.antagonists
Antalya	n.antalya
Antares	n.antares
Antarktis	n+f.antarctica@n+f.antarctic
Antazidum	n+n.antacids
Ante	n+m.antes
Anteil	n+m.share
Anteile	n+m.shares@n+m.portions@n+f.percentages
Anteilseigner	n+m.shareholder
Antenne	n+f.antenna@n+f.aerial@n+f.antennae
Antennen	n+f.antennas@n.aerials
Anthem	n+m.anthem
Anthologie	n+f.anthology
Anthologien	n+f.anthologies
Anthony	n+m.anthony
Anthrax	n.anthrax
Anthrazit	n+m.anthracite
Anthropologe	n+m.anthropologist@n+m.anthropologists
Anthropologie	n+f.anthropology
Anthropologin	n+f.anthropologists
Anti-Aging	n+n.antiaging
Anti-Aging-	a.antiaging
Antibes	n.antibes
Antibiotika	n+n.antibiotics
Antibiotikum	n+n.antibiotic
Antichrist	n+m.antichrist
Antidepressiva	n.antidepressants
Antidepressivum	n+n.antidepressant
Antigen	n+n.antigen
Antigene	n+n.antigens
Antigone	n+f.antigone
Antigua	n+n.antigua
Antihistaminikum	n+n.antihistamines@n+n.antihistamine
Antihypertensivum	n+n.antihypertensive
Antike	n+f.antiquity
Antikoagulans	n+n.anticoagulant
Antikriegs-	a.antiwar
Antikörper	n+m.antibody@n+m.antibodies
Antillen	n+f.antilles
Antilope	n+f.antelope
Antimon	n+n.antimony
Antimykotikum	n+n.antifungal
Antiochia	n.antioch
Antioxidans	n+n.antioxidant
Antioxidantien	n+n.antioxidants
Antipsychotikum	n+n.antipsychotic
Antiquar	n+m.antiquarian
Antiquität	n+f.antique
Antiquitäten	n+f.antiques@n.antiquities
Antiseptikum	n+n.antiseptic
Antithese	n+f.antithesis
Antitrust-	a.antitrust
Antiviren-	a.antivirus
Antivirenmittel	n+n.antiviral
Antivirus	n+m.antivirus
Antlitz	n+n.countenance@n+n.visage
Antoine	n.antoine
Antoinette	n.antoinette
Anton	n+m.anton
Antonia	n.antonia
Antonio	n+m.antonio
Antony	n.antony
Antonym	n+n.antonyms
Antrag	n+m.motion@n+m.proposal@n+m.proposition
Antragsteller	n+m.applicants@n+m.petitioner@n+m.claimant@n+m.registrant@n+m.petitioners@n+m.claimants@n+m.appellants@n+m.requester@n+m.filer@n+m.proposer@n+m.filers@n+m.proposers
Antreiber	n+m.energizer
Antrieb	n+m.drive@n+m.mover@n+m.propulsion@n+m.impetus
Antriebsstrang	n+m.drivetrain@n+m.powertrain
Antrim	n.antrim
Antritts-	a.inaugural
Antrittsrede	n+f.inaugurals
Anträge	n+m.proposals@n+f.motions@n+f.petitions
Antwerpen	n.antwerp
Antwort	n+f.reply@n+f.response@n+f.answer
Antworten	n+f.answers@n+f.replies@n+f.responses@n+n.answering@n+f.ans
Antwortender	n+m.answerer
Antworter	n+m.responder
Anu	n.anu
Anubis	n.anubis
Anus	n+m.anus
Anwachsen	n+f.accretion
Anwalt	n+m.attorney@n+m.lawyer@n+m.counsel@n+m.advocate@n+m.solicitor@n.atty@n+m.barrister@n+m.counsels
Anwaltschaft	n+f.advocacy
Anweisung	n+f.instruction
Anweisungen	n+f.instructions
Anwendbarkeit	n+f.applicability
Anwender	n+m.adopters@n+m.adopter
Anwendung	n+f.application@n+f.app
Anwendungen	n+f.applications
Anwerbung	n+f.recruitment@n+f.solicitation@n+f.enlistment
Anwesen	n+n.estate@n+n.manor@n+n.estates
Anwesenheit	n+f.presence@n+f.attendance@n+f.attendances
Anwurzeln	n+n.rooting
Anwälte	n+m.lawyers@n+m.attorneys@n+m.solicitors
Anwältin	n+f.attorney@n+f.lawyer
Anwärter	n+m.contender@n.contenders@n+m.hopefuls@n+m.pretender
Anzac	n.anzac
Anzahl	n+f.qty
Anzahlung	n+f.prepayments
Anzahlungen	n+f.deposits
Anzeichen	n+f.indication@n+f.indications
Anzeige	n+f.display@n+f.advertisement@n+f.gauge@n+f.advert@n+f.readout
Anzeigen	n+f.ads@n+f.displays@n+f.advertisements@n+f.adverts
Anzeiger	n+m.indicator
Anzeigetafel	n+f.scoreboard
Anzeigetafeln	n.scoreboards
Anziehen	n+n.tightening
Anziehung	n+f.attraction
Anziehungskraft	n+f.allure
Anzug	n+m.suit
Anzüge	n+m.suits
Anzünder	n+m.lighters
Anzündholz	n+n.kindling
Anämie	n+f.anaemia
Anästhesie	n+f.anaesthesia
Anästhetikum	n+n.anaesthetic
Aorta	n+f.aorta
Aorten-	a.aortic
Apache	n+m.apache@n+n.apache
Apartheid	n+f.apartheid
Apathie	n+f.apathy
Apfel	n+m.apple
Apfelkern	n+m.pippin
Apfelmus	n+n.applesauce
Apfelsinen	n+f.oranges
Apfelwein	n+m.cider
Aphasie	n+f.aphasia
Aphrodisiakum	n+n.aphrodisiac
Aphrodite	n+f.aphrodite
Apogäum	n+n.apogee
Apokalypse	n+f.apocalypse
Apollo	n+m.apollo
Apologet	n+m.apologists
Apologetik	n+f.apologetics
Apoptose	n+f.apoptosis
Apostasie	n+f.apostasy
Apostel	n+m.apostle@n+m.apostles
Apostroph	n+m.apostrophe
Apotheke	n+f.pharmacy@n+f.drugstore@n+f.apothecary@n+f.drugstores@n+f.dispensary
Apotheken	n+f.pharmacies@n+f.chemists
Apotheker	n+m.pharmacist@n+m.pharmacists@n+m.chemist@n+m.apothecary
App	n+f.app
Appalachien	n.appalachia
Apparat	n+m.apparatus
Apparate	n.gizmos
Appeasement	n+n.appeasement
Appel	n.appel
Appelle	n+f.appeals
Appendizitis	n+f.appendicitis
Appetit	n+m.appetite@n+m.appetites
Appetithappen	n+m.appetizer
Appetithäppchen	n+m.appetizers
Applaus	n+m.applause@n+m.clap
Apple	n+n.apple
Appleseed	n.appleseed
Applet	n+n.applet
Appleton	n.appleton
Applets	n+n.applets
Applikation	n+f.application@n+f.applique@n+f.appliques
Applikator	n+m.applicator@n+m.applicators
Apportierhund	n+m.retriever@n+m.retrievers
Approximation	n+f.approximation
Apps	n+f.apps
Apr	n+m.apr
Aprikose	n+f.apricot@n+f.apricots
April	n+m.april@n+m.apr
Apulien	n.puglia
Aqua	n+n.aqua
Aquakultur	n+f.aquaculture
Aquamarin	n+m.aquamarine
Aquarell	n+n.watercolour@n+n.watercolours
Aquarien	n.aquariums
Aquarium	n+n.aquarium
Aquifer	n+m.aquifer
Aquifere	n.aquifers
Aquila	n.aquila
Aquino	n.aquino
Aquitanien	n.aquitaine
Aquädukt	n+n.aqueduct
Ara	n.ara@n+m.macaw
Arabella	n.arabella
Araber	n+m.arab@n+m.arabian@n+m.arabs
Arabeske	n+f.arabesque
Arabien	n+n.arabia
Arabisch	n+n.arabic
Arachne	n+f.arachne
Arad	n+n.arad
Arafat	n.arafat
Aragonien	n.aragon
Aram	n.aram
Aramäisch	n+n.aramaic
Ararat	n.ararat
Arbeit	n+f.work@n+f.job@n+f.paper@n+f.labour@n+f.labours
Arbeiten	n+f.papers
Arbeiter	n+m.workers@n+m.worker@n+m.labourer@n+m.workman@n.workmen@n+m.labourers
Arbeiterin	n+f.worker
Arbeitgeber	n+m.employer@n+m.employers
Arbeitsablauf	n+m.workflow@n+m.workflows
Arbeitsanzug	n+m.coveralls
Arbeitsaufwand	n+m.workload
Arbeitsbelastung	n+f.workload@n+f.caseload
Arbeitsbelastungen	n.workloads
Arbeitsbereich	n+m.workspace@n+m.workspaces
Arbeitsblatt	n+n.worksheet
Arbeitsblätter	n+n.worksheets
Arbeitsbuch	n+n.workbook
Arbeitsbücher	n.workbooks
Arbeitskollegen	n.coworkers
Arbeitskraft	n+f.manpower
Arbeitskräfte	n+f.workforce
Arbeitslose	n+m.unemployed
Arbeitslosengeld	n+f.dole
Arbeitslosigkeit	n+f.unemployment
Arbeitsmappe	n+f.workbook
Arbeitsmappen	n.workbooks
Arbeitspferd	n+n.workhorse@n+m.dobbins
Arbeitsplatz	n+m.workplace@n+m.cubicle@n+m.workspaces
Arbeitsplätze	n+f.jobs@n+m.workstations@n+m.workplaces
Arbeitsstation	n+f.workstation
Arbeitsstationen	n+f.workstations
Arbeitstag	n+m.workday@n+m.workdays
Arbeitstier	n+m.drudge
Arbeitsunfähigkeit	n+f.incapacity
Arbeitswoche	n+f.workweek
Arbitrage	n+f.arbitrage
Arbitrageur	n+m.arb
Arboretum	n+n.arboretum
Arche	n+f.ark
Archetyp	n+m.archetypes@n+m.archetype
Archibald	n.archibald
Archie	n.archie
Archimedes	n.archimedes
Archipel	n+m.archipelago
Architekt	n+m.architect
Architekten	n+m.architects
Architektin	n+f.architect
Architektur	n+f.architecture
Architekturen	n+f.architectures
Archiv	n+n.archive@n+n.tarball
Archiv-	a.archival
Archivar	n+m.archivist@n+m.archivists
Archive	n+n.archives
Archivierung	n+f.archiving
Archäologe	n+m.archaeologist
Archäologen	n.archaeologists
Archäologie	n+f.archaeology
Archäologin	n+f.archaeologist
Arden	n.arden
Ards	n.ards
Arena	n+f.arena@n+f.coliseum
Arenen	n+f.arenas
Arequipa	n.arequipa
Ares	n.ares
Arezzo	n.arezzo
Argentinien	n+n.argentina
Argentinier	n+m.argentine@n+m.argentinian@n+m.argentinean
Arginin	n+n.arginine
Arglist	n+f.malice@n+f.guile
Argo	n.argo
Argon	n+n.argon
Argonnen	n.argonne
Argos	n.argos
Argument	n+n.argument@n+n.arg
Argumentation	n+f.argumentation
Argumente	n+n.arguments
Argumentieren	n+n.reasoning
Argus	n.argus
Argyle-Muster	n+n.argyle
Argyll	n.argyll
Ariadne	n.ariadne
Arianer	n+m.arian
Arie	n+f.aria
Ariel	n+m.ariel
Arien	n.arias
Arier	n+m.aryan
Arista	n.arista
Aristokrat	n+m.aristocrat
Aristokraten	n.aristocrats
Aristokratie	n+f.aristocracy
Aristoteles	n.aristotle
Arithmetik	n+f.arithmetic
Ariz	n.ariz
Arizona	n+n.arizona
Arjuna	n+m.arjuna
Arkade	n+f.arcade@n+f.arcades
Arkadien	n.arcadia
Arkana	n+n.arcana
Arkansas	n+n.arkansas
Arktis	n+f.arctic
Arlen	n.arlen
Arlene	n.arlene
Arles	n.arles
Arlington	n+n.arlington
Arlo	n+m.arlo
Arm	n+m.arm
Armada	n+f.armada
Armageddon	n+n.armageddon
Armagh	n.armagh
Armand	n.armand
Armando	n.armando
Armani	n+m.armani
Armatur	n+f.armature
Armaturen	n+f.fixtures@n+f.fittings
Armaturenbrett	n+n.dashboard@n+n.dashboards
Armband	n+n.bracelet@n+n.wristband@n+n.armband
Armbanduhr	n+f.watch@n+f.wristwatch@n+f.wristwatches
Armbinde	n+f.armband
Armbrust	n+f.crossbow
Armbänder	n+n.bracelets@n.wristbands
Arme	n+m.arms@n+m.pauper
Armee	n+f.army
Armeen	n+f.armies
Armenien	n+n.armenia
Armenier	n+m.armenian@n+m.armenians
Armlehne	n+f.armrest
Armleuchter	n+m.candelabra
Armoire	n+f.armoire
Armreif	n+m.bangle
Armreife	n.bangles
Armreifen	n.bangles
Armring	n+m.bangle
Armstrong	n+m.armstrong
Armut	n+f.poverty
Arne	n.arne
Arnheim	n.arnhem
Arnika	n+f.arnica
Arno	n.arno
Arnold	n+m.arnold
Aroma	n+n.flavor@n+n.aroma@n+n.flavour
Aromat	n+n.aromatics
Aromatherapie	n+f.aromatherapy
Aromen	n+f.flavors@n+n.flavours@n.aromas
Aron	n.aron
Arran	n.arran
Arrangements	n+f.arrangements
Arrangeur	n+m.arranger
Array	n+n.array
Arrays	n+n.arrays
Arrest	n+m.detention
Arrestlokal	n+n.brig
Arrestzelle	n+f.lockup
Arrhythmie	n+f.arrhythmia
Arroganz	n+f.arrogance
Arrondissement	n+n.arrondissement
Arroyo	n+m.arroyo
Arsch	n+m.ass@n+m.arse
Arschloch	n+m.fucker
Arschlöcher	n+m.fuckers
Arsen	n+n.arsenic
Arsenal	n+n.arsenal@n+n.armoury
Art	n+f.way@n+f.type@n+f.style@n+f.sort@n+f.kind@n+f.mode@n+f.species@n+f.manner@n+f.ilk
Art-Deco-	a.deco
Artbildung	n+f.speciation
Artefakt	n+n.artefact
Artefakte	n.artefacts
Artemis	n.artemis
Artemisia	n+f.artemisia
Arten	n+f.types@n+f.ways@n+f.kinds@n+f.sorts
Arterie	n+f.artery
Arterien	n+f.arteries
Arterien-	a.arterial
Arterienverkalkung	n+f.arteriosclerosis
Arteriosklerose	n+f.atherosclerosis@n+f.arteriosclerosis
Arthritis	n+f.arthritis
Arthropode	n+n.arthropods
Arthrose	n+f.osteoarthritis
Arthur	n+m.arthur
Artie	n.artie
Artikel	n+n.items@n+n.item@n+m.article@n+m.articles
Artikulation	n+f.articulation
Artillerie	n+f.artillery@n+f.ordnance
Artischocke	n+f.artichoke@n+f.artichokes
Artist	n+m.artiste
Artisten	n.artistes
Artistin	n+f.artiste
Arturo	n.arturo
Aruba	n+n.aruba
Arundel	n.arundel
Aryl	n+n.aryl
Arzneimittel	n+n.drug@n+f.pharmaceuticals@n+f.medicines
Arzneimittelliste	n+f.formulary
Arzt	n+m.doctor@n+m.physician@n+m.practitioner@n+m.clinician@n+m.medico
Asa	n+m.asa
Asafoetida	n+m.hing
Asbest	n+m.asbestos
Asche	n+f.ash@n+f.ashes@n+f.embers@n+f.cinder
Aschenbecher	n+m.ashtray@n+m.ashtrays
Aschenputtel	n+f.cinderella
Aschkenase	n+m.ashkenazi
Aschram	n+m.ashram
Ascorbin-	a.ascorbic
Ascot	n.ascot
Aserbaidschan	n+n.azerbaijan
Aserbaidschaner	n+m.azerbaijani
Ashanti	n+m.ashanti
Ashcroft	n.ashcroft
Ashe	n.ashe
Asher	n.asher
Ashford	n.ashford
Ashlee	n+f.ashlee
Ashley	n+m.ashley@n+f.ashley
Ashton	n+m.ashton
Asiat	n+m.asian
Asiaten	n+m.asians
Asien	n+n.asia
Asimov	n.asimov
Aspartam	n+n.aspartame
Aspekt	n+m.aspect@n+m.facet
Aspekte	n+m.aspects@n+f.respects
Aspell	n.aspell
Asperger	n.asperger
Aspergillus	n+m.aspergillus
Asphalt	n+m.asphalt@n+m.tarmac@n+m.bitumen
Aspiration	n+f.aspiration
Aspirin	n+n.aspirin
Aspis	n+f.asps
Ass	n+n.ace
Assad	n.assad
Assam	n.assam
Assay	n+m.assay
Assays	n+m.assays
Asse	n+n.aces
Assemblage	n+f.assemblage
Assembler	n+m.assembler@n+m.assemblers
Assertion	n+f.assertion
Assimilation	n+f.assimilation
Assisi	n.assisi
Assistent	n+m.assistant@n+m.wizard@n+m.aide@n+m.asst
